"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.10","51.78","OLDS","3024920","2011-02-09","2011","02","09","†","2.5","","-18.1","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","55","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-10","2011","02","10","†","3.6","","-10.6","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","55","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-11","2011","02","11","†","5.8","","-2.5","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","55","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-12","2011","02","12","†","10.0","","-0.5","","4.8","","13.2","","0.0","","0.0","","0.0","T","0.0","T","55","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-13","2011","02","13","†","7.8","","-1.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-14","2011","02","14","†","7.0","","-2.7","","2.2","","15.8","","0.0","","0.0","","0.0","T","0.0","T","54","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-15","2011","02","15","†","5.5","","-0.5","","2.5","","15.5","","0.0","","0.0","","0.0","T","0.0","T","55","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-16","2011","02","16","†","-17.3","","-18.0","","-17.7","","35.7","","0.0","","0.0","","0.0","T","0.0","T","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-17","2011","02","17","†","-18.5","","-23.5","","-21.0","","39.0","","0.0","","0.0","","0.0","","0.0","","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-18","2011","02","18","†","-20.4","","-25.0","","-22.7","","40.7","","0.0","","0.0","","0.0","","0.0","","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-19","2011","02","19","†","-16.0","","-26.5","","-21.3","","39.3","","0.0","","0.0","","0.0","T","0.0","T","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-20","2011","02","20","†","-11.0","","-27.5","","-19.3","","37.3","","0.0","","0.0","","0.0","","0.0","","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-21","2011","02","21","†","-0.5","","-24.5","","-12.5","","30.5","","0.0","","0.0","","0.0","T","0.0","T","56","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-22","2011","02","22","†","-10.0","","-11.4","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-23","2011","02","23","†","-17.0","","-20.0","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-24","2011","02","24","†","-21.0","","-26.4","","-23.7","","41.7","","0.0","","0.0","","0.0","","0.0","","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-25","2011","02","25","†","-12.0","","-29.0","","-20.5","","38.5","","0.0","","0.0","","4.0","","4.0","","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-26","2011","02","26","†","-3.5","","-14.0","","-8.8","","26.8","","0.0","","0.0","","3.5","","3.5","","61","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-27","2011","02","27","†","-10.0","","-17.0","","-13.5","","31.5","","0.0","","0.0","","3.0","","3.0","","64","","","","",""
"-114.10","51.78","OLDS","3024920","2011-02-28","2011","02","28","†","-23.0","","-24.0","","-23.5","","41.5","","0.0","","0.0","","1.0","","1.0","","67","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-01","2011","03","01","†","-24.2","","-31.5","","-27.9","","45.9","","0.0","","0.0","","0.0","T","0.0","T","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-02","2011","03","02","†","-20.1","","-25.4","","-22.8","","40.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-03","2011","03","03","†","-17.5","","-25.3","","-21.4","","39.4","","0.0","","0.0","","0.0","","0.0","","67","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-04","2011","03","04","†","-15.0","","-23.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","67","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-05","2011","03","05","†","-15.5","","-22.5","","-19.0","","37.0","","0.0","","0.0","","0.5","","0.5","","67","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-06","2011","03","06","†","-15.8","","-21.8","","-18.8","","36.8","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-07","2011","03","07","†","-13.0","","-24.6","","-18.8","","36.8","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-08","2011","03","08","†","-10.0","","-20.0","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-09","2011","03","09","†","2.0","","-18.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-10","2011","03","10","†","-3.0","","-4.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-11","2011","03","11","†","-13.0","","-18.5","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-12","2011","03","12","†","0.0","","-19.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-13","2011","03","13","†","6.0","","-4.2","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-14","2011","03","14","†","9.2","","2.0","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-15","2011","03","15","†","4.7","","-3.0","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","63","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-16","2011","03","16","†","0.7","","-2.0","","-0.7","","18.7","","0.0","","0.0","","9.0","","9.0","","60","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-17","2011","03","17","†","3.8","","-4.5","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","69","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-18","2011","03","18","†","2.0","","-8.4","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","64","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-19","2011","03","19","†","-2.0","","-11.0","","-6.5","","24.5","","0.0","","0.0","","3.0","","3.0","","64","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-20","2011","03","20","†","-1.5","","-6.3","","-3.9","","21.9","","0.0","","0.0","","2.0","","2.0","","67","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-21","2011","03","21","†","-3.0","","-6.5","","-4.8","","22.8","","0.0","","0.0","","5.0","","5.0","","69","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-22","2011","03","22","†","-1.5","","-6.0","","-3.8","","21.8","","0.0","","0.0","","2.0","","2.0","","74","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-23","2011","03","23","†","-3.3","","-6.7","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","76","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-24","2011","03","24","†","-4.2","","-6.8","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","76","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-25","2011","03","25","†","-5.0","","-7.5","","-6.3","","24.3","","0.0","","0.0","","1.0","","1.0","","76","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-26","2011","03","26","†","-4.0","","-8.3","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","77","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-27","2011","03","27","†","-2.4","","-6.2","","-4.3","","22.3","","0.0","","0.0","","3.0","","3.0","","77","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-28","2011","03","28","†","-1.0","","-4.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","80","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-29","2011","03","29","†","2.0","","-9.6","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","80","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-30","2011","03","30","†","11.6","","-8.0","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","70","","","","",""
"-114.10","51.78","OLDS","3024920","2011-03-31","2011","03","31","†","4.8","","-0.2","","2.3","","15.7","","0.0","","0.0","T","0.0","T","0.0","T","60","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-01","2011","04","01","†","4.5","","-3.3","","0.6","","17.4","","0.0","","0.0","","7.0","","7.0","","50","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-02","2011","04","02","†","0.0","","-1.5","","-0.8","","18.8","","0.0","","0.0","","2.5","","2.5","","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-03","2011","04","03","†","4.2","","-6.2","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","60","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-04","2011","04","04","†","7.5","","-4.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","57","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-05","2011","04","05","†","7.5","","-3.1","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","50","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-06","2011","04","06","†","5.5","","-5.2","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-07","2011","04","07","†","3.2","","-4.3","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-08","2011","04","08","†","4.1","","-7.8","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-09","2011","04","09","†","6.3","","-4.1","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-10","2011","04","10","†","11.1","","-0.5","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-11","2011","04","11","†","12.0","","2.5","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-12","2011","04","12","†","4.7","","-3.8","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-13","2011","04","13","†","5.5","","-5.5","","0.0","","18.0","","0.0","","0.0","","16.0","","16.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-14","2011","04","14","†","1.3","","-2.5","","-0.6","","18.6","","0.0","","0.0","","1.0","","1.0","","16","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-15","2011","04","15","†","0.8","","-7.6","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-16","2011","04","16","†","-1.2","","-7.0","","-4.1","","22.1","","0.0","","0.0","","3.0","","3.0","","16","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-17","2011","04","17","†","0.1","","-6.3","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-18","2011","04","18","†","1.0","","-10.3","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-19","2011","04","19","†","3.0","","-9.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-20","2011","04","20","†","5.0","","-5.7","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-21","2011","04","21","†","6.7","","-4.0","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-22","2011","04","22","†","7.0","","-3.7","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-23","2011","04","23","†","9.2","","-2.7","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-24","2011","04","24","†","13.0","","-1.3","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-25","2011","04","25","†","15.0","","-0.5","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-26","2011","04","26","†","14.2","","1.9","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-27","2011","04","27","†","13.0","","2.0","","7.5","","10.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-28","2011","04","28","†","10.1","","0.7","","5.4","","12.6","","0.0","","3.6","","1.8","","5.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-29","2011","04","29","†","7.7","","0.1","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-114.10","51.78","OLDS","3024920","2011-04-30","2011","04","30","†","11.0","","-1.0","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-01","2011","05","01","†","13.5","","0.4","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-02","2011","05","02","†","18.5","","1.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-03","2011","05","03","†","13.0","","5.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-04","2011","05","04","†","16.0","","2.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-05","2011","05","05","†","13.5","","2.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-06","2011","05","06","†","13.2","","1.0","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-07","2011","05","07","†","12.5","","2.0","","7.3","","10.7","","0.0","","18.6","","0.0","","18.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-08","2011","05","08","†","8.2","","3.8","","6.0","","12.0","","0.0","","13.7","","0.0","","13.7","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-09","2011","05","09","†","13.8","","2.0","","7.9","","10.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-10","2011","05","10","†","19.0","","2.1","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-11","2011","05","11","†","21.0","","2.9","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-12","2011","05","12","†","22.4","","5.0","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-13","2011","05","13","†","17.6","","4.2","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-14","2011","05","14","†","17.1","","3.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-15","2011","05","15","†","15.6","","-1.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-16","2011","05","16","†","19.5","","3.7","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-17","2011","05","17","†","18.0","","1.7","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-18","2011","05","18","†","18.3","","4.1","","11.2","","6.8","","0.0","","7.2","","0.0","","7.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-19","2011","05","19","†","15.5","","7.9","","11.7","","6.3","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-20","2011","05","20","†","19.0","","7.3","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-21","2011","05","21","†","21.6","","5.5","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-22","2011","05","22","†","19.5","","7.5","","13.5","","4.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-23","2011","05","23","†","9.0","","8.8","","8.9","","9.1","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-24","2011","05","24","†","7.5","","3.6","","5.6","","12.4","","0.0","","4.3","","0.0","","4.3","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-25","2011","05","25","†","9.5","","4.2","","6.9","","11.1","","0.0","","7.6","","0.0","","7.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-26","2011","05","26","†","10.4","","5.6","","8.0","","10.0","","0.0","","19.0","","0.0","","19.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-27","2011","05","27","†","10.0","","5.7","","7.9","","10.1","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-28","2011","05","28","†","14.0","","5.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-29","2011","05","29","†","14.7","","1.0","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-30","2011","05","30","†","16.5","","2.5","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-05-31","2011","05","31","†","17.5","","4.1","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-01","2011","06","01","†","16.3","","3.5","","9.9","","8.1","","0.0","","11.8","","0.0","","11.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-02","2011","06","02","†","18.5","","5.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-03","2011","06","03","†","15.5","","10.6","","13.1","","4.9","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-04","2011","06","04","†","15.0","","2.1","","8.6","","9.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-05","2011","06","05","†","20.0","","6.0","","13.0","","5.0","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2011-06-06","2011","06","06","†","14.3","","8.5","","11.4","","6.6","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
